CNES;UF;IBGE;NOME;LOGRADOURO;BAIRRO;LATITUDE;LONGITUDE
2325349;22;220550;PSF_MERUOCA;VILA_MERUOCA;ZONA_RURAL;-4,756;-42,576
2325357;22;220550;PS_OLINDA;VILA_OLINDA;ZONA_RURAL;-4,756;-42,576
2325373;22;220550;PSF_HILDA_VERAS;RUA_HUGO_NAPOLEAO;CENTRO;-4,756;-42,576
2325381;22;220527;UBAS_MARIA_HELENA_DE_OLIVEIRA;RUA_RAIMUNDO_LULU;CENTRO;-4,771;-41,818
2325454;22;220410;SMS_DE_FRANCISCO_AYRES_PSF;RUA_DO_AMARANTE;CENTRO;-6,623;-42,693
2325497;22;220410;PS_BURITI_GRANDE_PSF;LOCALIDADE_BURITI_GRANDE;LOC_BURITI_GRANDE;-6,623;-42,693
2325500;22;220342;CS_DE_DOMINGOS_MOURAO;RUA_ANTONIO_BENICIO_FILHO;CENTRO;-4,254;-41,27
2325519;22;220010;PS_TAMBORIL_MANOEL_N_PEREIRA_PSF;LOCALIDADE_TAMBORIL;TAMBORIL;-5,799;-42,669
2325543;22;220530;PS_BARRA_DO_LANCE;POVOADO_BARRA_DO_LANCE;POV_BARRA_DO_LANCE;-7,088;-43,51
2325624;22;220480;PS_JOSE_FRANCISCO_FONTES;POVOADO_JARDIM;ZONA_RURAL;-6,828;-41,741
2325632;22;220480;PS_RAIMUNDO_BORGES_CAMINHA;POVOADO_FURTALHEA_VOLTA;ZONA_RURAL;-6,828;-41,741
2325640;22;220480;AMS_IPIRANGA;RUA_JOSE_DO_REGO;CENTRO;-6,828;-41,741
2325667;22;220740;PS_SAO_FRANCISCO_PSF;POVOADO_SAO_FRANCISCO;ZONA_RURAL;-8,727;-44,236
2325705;22;220740;USF_DE_PALMEIRA_DO_PI_PSF;AV_JOSE_LUZ;CENTRO;-8,727;-44,236
2325713;22;220196;PS_SACO_DOS_POLIDORIOS;SACO_DOS_POLIDORIOS;ZONA_RURAL;-4,14646;-41,41571
2325721;22;220196;PS_MAE_SABINA;RUA_ANTONIO_CUNHA;CENTRO;-4,13312;-41,78061
2325748;22;220196;PS_MOCAMBINHO;MOCAMBINHO;ZONA_RURAL;-4,15013;-41,90993
2325756;22;221170;CS_MAE_JOANA_PSF;R_TERESINHA_RUFINO;CENTRO;-7,233;-41,91
2325764;22;221170;PS_VARZEA_DA_CRUZ_PSF;LOCALIDADE_VARZEA_DA_CRUZ;Z_RURAL;-7,233;-41,91
2325861;22;221130;PS_VALENTIM_MORADA_NOVA_PSF;AV_SANTOS_DUMONT;VALENTIM;-6,40244;-41,73404
2325926;22;221130;PS_DR_LINDOMAR_DE_MOURA_BARBOSA;CORONEL_JOSE_INACIO;NOVO_HORIZONTE;-6,41007;-41,74794
2326248;22;220700;USF_MORRO_REDONDO;POVOADO_MORRO_REDONDO;ZONA_RURAL;-7,05394;-42,34235
2325977;22;221130;PS_CINEAS_VELOSO;POVOADO_ISIDORIA;CENTRO;-6,53927;-41,84177
2326000;22;221130;POSTO_DE_SAUDE_ANGELO_JOSE_DOS_SANTOS;POVOADO_SANTA_ROSA;POVOADO_SANTA_ROSA;-6,35906;-41,71127
2326027;22;220690;SMS_NOVO_ORIENTE_PSF;AV_TANCREDO_NEVES;DIRCEU_MENDES;-6,449;-41,939
2326051;22;220690;PS_APRASIVEL_PSF;POVOADO_APRASIVEL;ZONA_RURAL;-6,449;-41,939
2326078;22;220690;PS_CARAIBAS_PSF;POVOADO_CARAIBAS;ZONZ_RURAL;-6,449;-41,939
2326132;22;220217;UNIDADE_SAUDE_POVOADO_COSTA_PSF;CAMPO_LARGO;POVOADO_COSTA;-3,812;-42,629
2099055;31;310560;UBS_DE_GUIDO_ROMAN;ALAMEDA_ROCHA_LAGOA;COLONIA_RODRIGO_SILV;-21,2577;-43,80728
2326159;22;220177;PS_LUZENILDA_GOMES_DE_MORAIS;MATO_SECO_II;MATO_SECO;-4,407;-42,15403
2326167;22;220700;USF_VARZEA_TRANQUEIRA;POVOADO_VARZEA_TRANQUEIRA;ZONA_RURAL;-7,14294;-42,34004
2326191;22;220700;USF_ALAGOINHA;POVOADO_ALAGOINHA;ZONA_RURAL;-6,89258;-42,49449
2326221;22;220700;USF_DR_HAILTON_ALVES;RUA_ELIZEU_BARROSO;ROSARIO;-7,02212;-42,13093
2326264;22;220700;USF_CONTENTAMENTO;POVOADO_CONTENTAMENTO;ZONA_RURAL;-6,88436;-42,09551
2326272;22;220700;USF_BURITI_DO_REI;POVOADO_BURITI_DO_REI;ZONA_RURAL;-7,18904;-42,0485
2326280;22;220700;USF_BRIONA;POVOADO_BRIONA;ZONA_RURAL;-7,0135;-42,04468
2326302;22;220700;USF_BOA_NOVA;POVOADO_BOA_NOVA;ZONA_RURAL;-6,71436;-42,01135
2326310;22;220770;UBS_SAO_SEBASTIAO;AVENIDA_SAO_SEBASTIAO;FREI_HIGINO;-2,91029;-41,74296
2326329;22;220770;UBS_BAIRRO_DO_CARMO;RUA_AMAZONAS;NOSSA_SENHORA_DO_CAR;-2,89849;-41,77786
2326337;22;220770;UBS_JOAZ_SOUZA;CONJ_JOAZ_SOUZA;JOAZ_SOUZA;-2,94115;-41,77893
2326345;22;220770;UBS_BOM_CONSELHO;RUA_MORAES_SOUZA;CEARA;-2,93148;-41,75529
2326353;22;220770;UBS_SAO_VICENTE_PAULO;RUA_A;SAO_VICENTE_PAULA;-2,93605;-41,77099
2326361;22;220770;UBS_ILHA_GRANDE_SANTA_IZABEL;ESTRADA_DA_PEDRO_DO_SAL;ILHA_GRANDE;-2,89472;-41,78569
2326388;22;220770;UBS_ALTO_SANTA_MARIA;RUA_SANTA_MARIA;ALTO_SANTA_MARIA;-2,9376;-41,75107
2326396;22;220770;UBS_PEDRA_DO_SAL;ESTRADA_DA_PEDRA_DO_SAL;PEDRA_DO_SAL;-2,84449;-41,76251
2326418;22;220770;UBS_KM_17;BR_343_KM_17;ZONA_RURAL;-3,03073;-41,77141
2326426;22;220770;UBS_SAMARITANA;RUA_ITAUNA;PIAUI;-2,91726;-41,7454
2326434;22;220770;UBS_SABIAZAL;RUA_GERALDO_MACHELA;SABIAZAL;-2,94667;-41,75374
2326442;22;220770;UBS_IRACEMA_FEITOSA;RUA_XAVANTE;BOA_ESPERANCA;-2,92164;-41,76138
2326450;22;220770;UBS_CATANDUVAS;RUA_DAS_PALMEIRAS;CATANDUVAS;-2,89973;-41,73534
2326469;22;220770;UBS_CSIII;RUA_TERESINA;NOVA_PARNAIBA;-2,91336;-41,77398
2326477;22;220770;UBS_DR_CARLOS_ARAKEN_CORREIA_RODRIGUES;RUA_GENERAL_TAUMATURGO;SAO_JOSE;-2,90693;-41,78457
2326493;22;220253;CENTRO_DE_SAUDE_GUILHERME_PORTELA_DE_SAMPAIO;AV_FELINTO_THOMAZ_PORTELA;CENTRO;-3,476;-41,843
2326515;22;220950;PS_MALAHDA_DO_JUAZEIRO_PSF;MALHDA_DO_JUAZEIRO;ZONA_RURAL;-7,43;-41,911
2326531;22;220535;UNIDADE_BASICA_DE_SAUDE_DE_BOA_ESPERANCA_MAE_ANDRELINA;AVENIDA_PRIMEIRO_DE_JANEIRO;CENTRO;-8,511;-42,414
2326558;22;220535;UNIDADE_BASICA_DE_SAUDE_TIA_RITA;POVOADO_CAMBRAIA;ZONA_RURAL;-8,511;-42,414
2326566;22;220545;PS_CHAPADA_DO_PINTO_PSF;POVOADO_CHAPADA_DO_PINTO;ZONA_RURAL;-3,478;-42,428
2326574;22;220545;PS_ANAJAS;LOC_ANAJAS;ZONA_RURAL;-3,478;-42,428
2326582;22;220545;PS_MOCAMBINHO_PSF;RUA_RAIMUNDO_CANINANA;URBANO;-3,47572;-42,41757
2326604;22;220330;CS_USF_DE_DEMERVAL_LOBAO_PSF;R_DA_GLORIA;CENTRO;-5,358;-42,676
2326612;22;220330;PS_ESPRAIADO_PSF;ESPRAIADO;ZONA_RURAL;-5,358;-42,676
2326620;22;220780;PS_MARIA_CLERIA_TEIXEIRA;POVOADO_TIGRE;ZONA_RURAL;-8,19125;-41,37691
2326639;22;220780;POSTO_MUNICIPAL_DE_SAUDE;R_CEL_ELPIDIO_COELHO;CENTRO;-8,14244;-41,1485
2326655;22;220780;PS_VALTER_CAVALCANTE_AMORIM;POVOADO_SERRA_VERMELHA;SERRA_VERMELHA;-7,97297;-40,87217
2326663;22;220780;PS_HENRIQUE_DANIEL_DE_CARVALHO;POVOADO_ITAIZINHO;ZONA_RURAL;-7,96345;-41,00435
2326698;22;220750;PS_DR_DIRCEU_M_ARCOVERDE_PSF;POV_CAPUMBA;CAPUMBA;-5,978;-43,063
2326736;22;220750;CS_NOSSA_SENHORA_DA_CONCEICAO_PSF;AV_CENTRAL;CENTRO;-5,97614;-43,06372
2326744;22;220750;PS_DE_PEDRO_J_CELESTINO_PSF;POVOADO_RIACHO_DOS_NEGRO;CENTRO;-5,978;-43,063
2326787;22;220890;US_DA_FAMILIA;R_LANDRI_SALES;CENTRO;-7,558;-45,242
2326817;22;220280;PS_MUNICIPAL_DE_CONCEICAO_DO_CANINDE;AV_CENTRAL;CENTRO;-7,88269;-41,59337
2326825;22;220965;UNIDADE_DE_SAUDE_AVANCADA_PROCOPIO_GOMES_FERREIRA;RUA_25_DE_OUTUBRO;CENTRO;-8,238;-41,686
2326914;23;231410;UNIDADE_BASICA_DE_SAUDE_DE_MANHOSO;DISTRITO_DE_MANHOSO;DISTRITO_DE_MANHOSO;-3,49496;-41,01211
2326949;23;231410;UNIDADE_BASICA_DE_SAUDE_DE_MACAJETUBA;SITIO_MACAGETUBA;SITIO_MACAGETUBA;-3,58;-41,143
2326957;23;231410;UNIDADE_BASICA_DE_SAUDE_DE_CACIMBAO;SITIO_CACIMBAO;14102;-3,61715;-41,08891
2326965;23;231410;UNIDADE_BASICA_DE_SAUDE_DE_PADRE_VIEIRA;DISTRITO_DE_PADRE_VIEIRAA;DISTRITO_DE_PAD;-3,57066;-41,32393
2326973;23;231340;U_B_S_DA_FAMILIA_DE_ACARAPE_RITA_MARIA_DA_CONCEICAO;SITIO_ACARAPE;SITIO_ACARAPE;-3,67551;-40,96937
2326981;23;231340;UBSF_DO_SAO_JOSE_WALTER_LUIZ_RAMOS_CORREIA;RODOVIA_CINTURAO_VERDE_HERMANO_NUNES_ALMEIDA;SITIO_SAO_JOSE;-3,74774;-40,95733
2327007;23;231340;U_B_S_DA_FAMILIA_DE_ITAPERACEMA_DOMICIO_PEREIRA;SITIO_BODEGAS;ITAPERACEMA;-3,78769;-40,92793
2327082;23;231340;CENTRO_DE_NUTRICAO_DE_TIANGUA;RUA_JOAO_LOPES_DE_DEUS;SANTO_ANTONIO;-3,72551;-41,00292
2790262;35;352290;CENTRO_DE_SAUDE_III_ITAPUI;AVENIDA_PAES_DE_BARROS;CENTRO;-22,23194;-48,72467
2327198;23;230500;UBS_MORRINHOS;DISTRITO_DE_MORRINHOS;ZONA_RURAL;-4,167;-40,748
2327228;23;231360;UNIDADE_BASICA_DE_SAUDE_DA_FAMILIA_DE_NOVA_VENEZA;SITIO_NOVA_VENEZA;NOVA_VENEZA;-3,84314;-41,00325
2327244;23;231360;UNIDADE_BASICA_DE_SAUDE_DA_FAMILIA_DE_MOITINGA;SITIO_MOITINGA;MOITINGA;-3,84824;-40,91676
2327252;23;231360;UNIDADE_BASICA_DE_SAUDE_DA_FAMILIA_DE_ITAPERACEMA;SITIO_ITAPERACEMA;ITAPERACEMA;-3,80258;-40,93079
2327309;23;230500;UBS_GUARANI;DISTRITO_DE_GUARANIS;ZONA_RURAL;-4,167;-40,748
2327333;23;230500;UBS_SAO_FELIX;SITIO_SAO_FELIX;ZONA_RURAL;-4,167;-40,748
2327392;23;230500;UBS_LAGOA_DOS_MENDONCAS;SITIO_LAGOA_DOS_MENDONCAS;ZONA_RURAL;-4,167;-40,748
2327406;23;230500;UBS_CENTRO_DE_NUTRICAO;RUA_METON_SILVANO;BELO_HORIZONTE;-4,167;-40,748
2327511;23;230530;UNIDADE_BASICA_DE_SAUDE_DE_PINDOBA;DISTRITO_PINDOBA;DISTRITO_PINDOBA;-3,95652;-41,08718
2327708;23;230423;UNIDADE_BASICA_DE_SAUDE_DE_BARRA_DO_SOTERO;DISTRITO_DE_BARRA_DO_SOTERO;CENTRO;-4,34076;-40,94664
2327716;23;230423;POSTO_DE_SAUDE_DE_SAO_FRANCISCO;SITIO_SAO_FRANCISCO;SITIO_SAO_FRANCISCO;-4,46377;-40,8681
2327724;23;230423;UNIDADE_BASICA_DE_SAUDE_DA_SEDE;RUA_JOAO_OTAVIANO;CAROBA;-4,4162;-40,90404
2327732;23;230423;UNIDADE_BASICA_DE_SAUDE_DE_SANTA_TEREZA;DISTRITO_DE_SANTA_TEREZA;DISTRITO_DE_SAN;-4,38257;-41,06436
2327740;23;230423;UNIDADE_BASICA_DE_SAUDE_DE_BETANIA;DISTRITO_DE_BETANIA;DISTRITO_DE_BETANIA;-4,35852;-40,86482
2327759;23;230423;UNIDADE_BASICA_DE_SAUDE_DE_SAO_ROQUE;DISTRITO_DE_SAO_ROQUE;DISTRITO_DE_SAO;-4,37899;-40,82925
2327767;23;230980;POSTO_DE_SAUDE_DE_VOLTA_DO_RIO;COMUNIDADE_DE_VOLTA_DO_RIO;ZONA_RURAL;-4,17129;-38,86946
2327813;23;230980;POSTO_DE_SAUDE_DE_OITICICA;COMUNIDADE_DE_OITICICA;ZONA_RURAL;-4,16872;-38,91907
2327856;23;230960;UNIDADE_BASICA_DE_SAUDE_DA_FAMILIA_DA_MANGABEIRA;AVENIDA_DUCA_PEDRO;MANGABEIRA;-4,1468;-38,4185
2327872;23;230290;CENTRO_DE_SAUDE_DE_CAPISTRANO;RUA_ANTONIO_FERNANDES_BEZERRA;URBANO;-4,46685;-38,90148
2328135;23;230360;POSTO_DE_SAUDE_ANTONIO_ANIAS_RIBEIRO;DISTRITO_SAO_GONCALO;CENTRO;-6,131;-39,878
2328143;23;230740;CENTRO_DE_SAUDE_NENEN_BARROS;DISTRITO_DE_VILA_MEL;DISTRITO_DE_VILA_MEL;-6,39855;-39,57344
2328151;23;230740;POSTO_DE_SAUDE_DE_POCO_GRANDE;SITIO_POCO_GRANDE;DISTRITO_DE_VILA_POC;-6,46567;-39,68071
2328178;23;230740;POSTO_DE_SAUDE_DE_CANAFISTULA;SITIO_CANAFISTULA;DISTRITO_DE_VILA_CAN;-6,41829;-39,44894
2328186;23;230740;UBS_RAFAEL_ALVES_BEZERRA;RUA_JOSE_NOBERTO;DISTRITO_DE_VILA_SAO;-6,45165;-39,44826
2328194;23;230740;POSTO_DE_SAUDE_DE_BAIXIO_DA_DONANA;SITIO_BAIXIO_DA_DONANA;DISTRITO_DE_BAIXIO_D;-6,35052;-39,6817
2328208;23;230740;CENTRO_DE_SAUDE_CREBILON_L_VERDE;VILA_JOSE_BENTO;CENTRO;-6,51866;-39,52857
2328224;23;230426;UNIDADE_BASICA_DE_SAUDE_DA_BETANIA;RUA_ANTONIO_ALVES_ROLIM;CENTRO;-5,917;-39,268
2328259;23;230330;CENTRO_DE_SAUDE_DE_CARIUS;RUA_13_DE_MAIO;CENTRO;-6,53369;-39,49732
2328267;23;230330;POSTO_DE_SAUDE_DE_CAIPU;VILA_CAIPU;CENTRO;-6,63096;-39,32944
2328275;23;230330;POSTO_DE_SAUDE_DE_SAO_BARTOLOMEU;VILA_SAO_BARTOLOMEU;CENTRO;-6,62132;-39,5047
2328283;23;230330;POSTO_DE_SAUDE_DE_SAO_SEBASTIAO;VILA_SAO_SEBASTIAO;CENTRO;-6,61029;-39,63195
2328291;23;231135;POSTO_DE_SAUDE_DE_FAE;SITIO_ALTOS;ZONA_RURAL;-6,25449;-39,20015
2328305;23;231135;POSTO_DE_SAUDE_DE_JIQUI;SITIO_RIACHO_DO_MEIO;ZONA_RURAL;-6,25438;-39,19992
2328321;23;231135;POSTO_DE_SAUDE_DE_VILA_ANTONICO;VILA_ANTONICO;ZONA_RURAL;-6,26269;-39,26696
2328356;23;231135;POSTO_DE_SAUDE_DE_MULUNGU;SITIO_MULUNGU;ZONA_RURAL;-6,25409;-39,20011
2328453;23;230500;UBS_CENTRO_DE_SAUDE_I;RUA_12_DE_MAIO;CENTRO;-4,167;-40,748
2328550;15;150080;UBS_JARDIM_NOVA_VIDA;PASSAGEM_TANCREDO_NEVES;40_HORAS;-1,33525;-48,39833
2328488;23;231360;UNIDADE_BASICA_DE_SAUDE_DE_CHAPADA;SITIO_CHAPADA;CHAPADA;-3,83803;-40,85643
2328712;15;150080;UBS_JOSE_ARAUJO;CONJUNTO_GERALDO_PALMEIRA_Q_15;DISTRITO_INDUSTRIAL;-1,366;-48,372
2328720;15;150080;UBS_NOVA_UNIAO;RUA_12_DE_OUTUBRO;COQUEIRO;-1,34461;-48,42398
2328739;15;150080;UBS_CRISTO_REI;RUA_PADRE_JOSIMO;ICUI_GUAJARA;-1,34343;-48,40706
2328747;15;150080;UBS_NOVA_ESPERANCA_I;LOTEAMENTO_NOVA_ESPERANCA_PASS_VITORIA_QUADRA_164;40_HORAS;-1,366;-48,372
2328925;15;150270;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_PADRE_JOSINO_TAVARES;PROJETO_DE_ASSENTAMENTO_PADRE_JOSINO;ZONA_RURAL;-8,36233;-49,65305
2328933;15;150270;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_MARIA_PEREIRA_DA_SILVA;FERNANDO_GUILHOM;CAPELINHA;-8,2736;-49,26175
2328941;15;150270;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_ARENALDO_P_DE_MIRANDA;RUA_40;VILA_CRUZEIRO;-8,28092;-49,2785
2328984;15;150270;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_NIVEA_PADIN;RUA_19;VILA_TANCREDO_NEVES;-8,28686;-49,27253
2329018;15;150270;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_SETOR_NORTE_I;AVENIDA_CARAJAS;SAO_LUIS_I;-8,25445;-49,26738
2329069;15;150270;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_JOSE_GOMES_SOARES;DISTRITO_DE_ALACILANDIA;ZONA_RURAL;-8,24003;-49,51675
2329085;15;150618;UNIDADE_DE_SAUDE_DA_FAMILIA_VILA_MIRANDA;RUA_CAMETA;MIRANDA;-4,78158;-48,08045
2329093;15;150618;POSTO_DE_SAUDE_DA_VILA_SANTA_HELENA;VILA_SANTA_HELENA;ZONA_RURAL;-4,776;-48,067
2329107;15;150618;POSTO_DE_SAUDE_VILA_SANTA_LUCIA;VILA_SANTA_LUCIA;ZONA_RURAL;-4,776;-48,067
2329115;15;150618;UNIDADE_DE_SAUDE_DA_FAMILIA_PARQUE_ELITE;RUA_SANTO_ANTONIO;PARQUE_ELITE;-4,78304;-48,06413
2329123;15;150618;UNIDADE_DE_SAUDE_DA_FAMILIA_VILA_PALESTINA;VILA_PALESTINA;ZONA_RURAL;-4,68084;-47,94576
2329131;15;150618;UNIDADE_SAUDE_DA_FAMILIA_JADERLANDIA;TRAV_13_DE_MAIO;JADERLANDIA;-4,776;-48,067
2329158;15;150175;UNIDADE_DE_SAUDE_GENARIO_RODRIGUES_PEREIRA;RUA_ANTONIO_JOSE_BARRETO;CENTRO;-5,69843;-48,40117
2329166;15;150175;UNIDADE_BASICA_DE_SAUDE_SAO_RAIMUNDO_DO_ARAGUAIA;RUA_PRINCIPAL;CENTRO;-5,699;-48,413
2329182;15;150175;UNIDADE_BASICA_DE_SAUDE_SANTA_RITA;RUA_PRINCIPAL_DE_VILA_DE_SANTA_RITA;VILA_DE_SANTA_RITA;-5,699;-48,413
2329190;15;150175;UNIDADE_BASICA_DE_SAUDE_BRASISPANHA;RUA_PRINCIPAL;VILA_BRASISPANHA;-5,699;-48,413
2329263;15;150715;POSTO_DE_SAUDE_VILA_NAZARE;ROD_BR_153;VILA_NAZARE;-5,50315;-48,73587
2329611;15;150670;ESTRATEGIA_SAUDE_DA_FAMILIA_SAO_JOSE;RUA_ANTONIO_A_CARVALHO;EXPANSAO;-9,505;-50,625
2329271;15;150715;UNIDADE_DE_SAUDE_FAMILIA_VILA_SANTANA;ROD_TRANSAMAZONICA_KM74;VILA_SANTANA;-5,5697;-48,54003
2329301;15;150715;ESTRATEGIA_SAUDE_DA_FAMILIA_ADOAN_LEAL;RUA_ACRISIO_SANTOS;PERPETUO_SOCORRO;-5,53804;-48,73082
2329328;15;150715;UNIDADE_DE_SAUDE_DA_FAMILIA_SAO_BENEDITO;RUA_PRINCIPAL;VILA_SAO_BENEDITO;-5,54624;-48,77799
2329336;15;150715;UNIDADE_DE_SAUDE_FAMILIA_MARIA_DA_METADE;VILA_METADE;ZONA_RURAL;-5,68056;-48,70239
2329352;15;150157;PSF_FERROVIA_KM_58;FERROVIA;FERROVIA;-5,051;-48,609
2329379;15;150013;UNIDADE_DE_SAUDE_DA_FAMILIA_TANCREDO_NEVES;BR_222_KM_87;VILA_CARNE_DE_SOL;-5,00344;-48,48797
2329468;15;150020;CENTRO_DE_SAUDE_DA_CIDADE;AV_GOV_FERNANDO_GUILHON;CENTRO;-1,961;-48,197
2329506;15;150020;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_DO_GUARUMA;ROD_ACARA_MOJU_KM_18;ESTRADA;-1,961;-48,197
2329530;15;150020;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_DA_BOA_VISTA;COMUNIDADE_BOA_VISTA;BAIXO_ACARA;-1,961;-48,197
2329603;15;150670;ESTRATEGIA_SAUDE_DA_FAMILIA_DR_ANTONIO_PORTUGAL;AV_TEREZINHA_ABREU_VITA;UNIAO;-9,505;-50,625
2329638;15;150670;ESTRATEGIA_SAUDE_DA_FAMILIA_VILA_MANDI;RUA_DA_DELEGACIA;CENTRO_VILA_MANDI;-9,505;-50,625
2329646;15;150670;ESTRATEGIA_SAUDE_DA_FAMILIA_IRMA_RENEE_JEANE_DELORME;PRACA_DA_MATRIZ;BARREIRA_DOS_CAMPOS;-9,505;-50,625
2329654;15;150670;ESTRATEGIA_SAUDE_DA_FAMILIA_TEREZINHA_ABREU_VITA;AV_TEREZINHA_ABREU_VITA;BIBLIA;-9,505;-50,625
2329670;15;150670;ESTRATEGIA_SAUDE_DA_FAMILIA_SANTANA_CONCEICAO_PULGAS;AV_PRINCIPAL;NOVA_BARREIRA;-9,505;-50,625
2329689;15;150470;CRM_CENTRO_DE_REFERENCIA_DA_MULHER;AVENIDA_MARECHAL_CASTELO_BRANCO;CENTRO;-1,88596;-48,76759
2329409;15;150034;UNIDADE_DE_SAUDE_DA_FAMILIA_III;RUA_PRINCIPAL;ZONA_RURAL;-6,70362;-49,91917
2329743;15;150470;USF_DE_VILA_OLHO_D_AGUA;COMUNIDADE_VILA_OLHO_D_AGUA;ZONA_RURAL;-2,25162;-48,79423
2118939;31;312770;UBS_VILA_BRETAS;RUA_MOREIRA_SALES;VILA_BRETAS;-18,87059;-41,95933
2329948;15;150680;CENTRO_DE_SAUDE_DO_LIVRAMENTO;RUA_TUPAIULANDIA;LIVRAMENTO;-2,44755;-54,70797
2329956;15;150680;CENTRO_DE_SAUDE_DE_SANTANA;AV_PEDRO_GENTIL;SANTANA;-2,43407;-54,70312
2329999;15;150680;UNIDADE_DE_SAUDE_DA_FAMILIA_DO_JACAMIM;RODOVIA_CURUAUNA_KM;PLANALTO;-2,443;-54,708
2330016;15;150680;UNIDADE_BASICA_DE_SAUDE_DE_SANTAREM_MIRI;COMUNIDADE_SANTAREM_MIRI;CURUA_UNA;-2,443;-54,708
2330024;15;150680;CENTRO_DE_SAUDE_DE_MAPIRI_LIBERDADE;AV_PRESIDENTE_KENNEDY;MAPIRI;-2,42185;-54,73251
2330121;15;150680;UNIDADE_DE_SAUDE_DA_FAMILIA_DE_ALTER_DO_CHAO;RUA_LAURO_SODRE;ALTER_DO_CHAO;-2,50255;-54,95669
2330148;15;150680;UNIDADE_DE_SAUDE_MARGARIDA_MARIA_PEREIRA_SILVA;TRAV_DIAMANTINO;DIAMANTINO;-2,44283;-54,70926
2330202;15;150680;UNIDADE_DE_SAUDE_DA_FAMILIA_BOA_ESPERANCA;RODOVIA_SANTAREM_CURUA_UNA_KM1143;BOA_ESPERANCA;-2,443;-54,708
2330210;15;150680;CENTRO_DE_SAUDE_DO_TAPARA_GRANDE;COMUNIDADE_TAPARA_GRANDE;RIO_AMAZONAS;-2,443;-54,708
2330229;15;150680;CENTRO_DE_SAUDE_DA_NOVA_REPUBLICA;AV_TANCREDO_NEVES;NOVA_REPUBLICA;-2,46726;-54,72634
2330245;15;150680;UNIDADE_DE_SAUDE_DA_FAMILIA_ESPERANCA;TRAVESSA_SANTO_ANTONIO;ESPERANCA;-2,44955;-54,72821
2330253;15;150680;CENTRO_DE_SAUDE_JARDIM_SANTAREM;AV_VERBENA;JARDIM_SANTAREM;-2,44385;-54,72676
2330296;15;150680;UNIDADE_DE_SAUDE_DA_FAMILIA_SAO_BRAZ;COM_SAO_BRAS;SAO_BRAZ;-2,443;-54,708
2330318;15;150680;CENTRO_DE_SAUDE_DO_SANTARENZINHO;AV_TOME_DE_SOUSA;SANTARENZINHO;-2,443;-54,708
2330326;15;150680;CENTRO_DE_SAUDE_DO_AEROPORTO_VELHO;TV_CEARA;AEROPORTO_VELHO;-2,443;-54,708
2330369;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_BRASILIA;AVENIDA_JOAO_COELHO;BRASILIA;-3,203;-52,206
2330377;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_SUDAM_2;AVENIDA_PERIMENTRAL;SUDAM_II;-3,203;-52,206
2330385;15;150060;CENTRO_DE_SAUDE_ILVANIR_DENARDIN;RUA_CORONEL_JOSE_PORFIRIO;CENTRO;-3,20741;-52,20819
2330407;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_CRUZEIRO;RUA_PEDRO_ACACIO;BRASILIA;-3,203;-52,206
2099063;31;310560;UBS_NOVA_SUICA;RUA_MAJOR_SUCKOW;NOVA_SUICA;-21,22352;-43,73814
2330415;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_APARECIDA;RUA_ABEL_FIGUEIREDO;APARECIDA;-3,20036;-52,20301
2330423;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_SUDAM_1;RUA_LUIZ_XV;SUDAM_I;-3,203;-52,206
2330431;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_ALTA_COLINA;RUA_ALTA_COLINA;COLINA;-3,203;-52,206
2330458;15;150172;USF_CARLOS_PENA_FILHO;RODOVIA_TRANSAMAZONICA_KM_40;ZONA_RURAL;-3,17524;-52,29082
2330466;15;150172;USF_GRANDE_ESPERANCA;RODOVIA_TRANSAMAZONICA_KM_50;ZONA_RURAL;-3,262;-52,668
2330474;15;150172;USF_SAO_JOSE;VICINAL_DA_GLEBA_10;ZONA_RURAL;-3,11512;-52,28404
2330490;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_BOA_ESPERANCA;RUA_DA_HARMONIA;BOA_ESPERANCA;-3,1949;-52,20393
2330512;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_MUTIRAO;RUA_06_BOM_JESUS;MUTIRAO;-3,203;-52,206
2330520;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_PREMEM;RUA_GURUPA;PREMEM;-3,203;-52,206
2330571;15;150835;UNIDADE_BASICA_DE_SAUDE_DO_BANANAL;RODOVIA_ERNESTO_OCIOLI_COMUNIDADE_DO_BANANAL;ZONA_RURAL;-3,13036;-52,12437
2330652;15;150060;UNIDADE_DE_SAUDE_DA_FAMILIA_SANTA_LUZIA;RUA_DOUTOR_ASSIS;CENTRAL_CASTELO_DOS;-3,203;-52,206
