CNES;UF;IBGE;NOME;LOGRADOURO;BAIRRO
2210363;31;314850;PSF_JUSCELINA_PINHEIRO;AV_JUCELINA_PINHEIRO;LIMEIRA
2210371;31;314850;PSF_JOSE_SANTANA;RUA_ALAGOAS;CIDADE_ALTA
2210460;31;317030;CENTRO_DE_SAUDE_DE_UMBURATIBA;RUA_AUGUSTO_FERRAZ;CENTRO
2210487;31;315217;ESF_VIDA_NOVA_POVOADO_DO_MORAIS;RUA_DAS_FLORES;ZONA_RURAL
2210525;31;314430;UNIDADE_SAUDE_FAMILIA_VILA_ESPERANCA;AV_ANHAGUERA;VILA_ESPERANCA
2210649;31;312675;CENTRO_DE_SAUDE_DE_FRANCISCOPOLIS;AV_PRESIDENTE_KENEDY;CENTRO
2210703;31;310470;ESF_FIDELANDIA_E_SAO_MIGUEL;RUA_JOAO_NEVES;FIDELANDIA
2210738;31;310470;ESF_NOVO_HORIZONTE_E_TIPITI;RUA_ANGELO_RIBEIRO;NOVO_HORIZONTE
2210851;31;310470;CENTRO_DE_SAUDE_DE_ATALEIA;RUA_JOAO_J_DE_ALMEIDA;ACARI
2210916;31;316860;PSF_CEDRO;RUA_PRINCIPAL;CEDRO
2210975;31;310090;ESF_ESPERANCA;RUA_JOSE_QUARESMA_DA_COSTA;COPASA
2210991;31;310090;ESF_PAZ;RUA_SEBASTIAO_LIMA;AGUA_QUENTE
2211009;31;310090;ESF_LUZ;RUA_JOAQUIM_LEANDRO;GAMELEIRA
2211025;31;310090;ESF_VIDA;RUA_MARIA_AMARAL_RUAS;BELA_VISTA
2211041;31;311080;PSF_SEBASTIAO_FARMACEUTICO_DE_CAMPANARIO;RUA_HILDEBRANDO_CABRAL;CENTRO
2211106;31;316670;ESF_SERRA_VERDE_DE_SERRA_DOS_AIMORES;RUA_ITABIRA;SERRINHA
2211149;31;316860;PSF_SAO_JERONIMO;CORREGO_ASSENTAMENTO;ZONA_RURAL
2211157;31;316860;PSF_BETEL;RUA_RACHID_HANDERE;VILA_BETEL
2211165;31;316860;PSF_INDAIA;RUA_SOARES_DA_COSTA;CONCORDIA
2211173;31;316860;PSF_MATINHA;RUA_MARIA_ANA_HOLLEBACH;MATINHA
2211203;31;313270;PSF_PARCERIA_COM_A_VIDA;RUA_DOS_INDIOS;VARZEA
2211270;31;310260;UBS_DA_BARRA;ZONA_RURAL;BARRA
2211327;31;311850;UBS_DE_CONSOLACAO;TRAVESSA_JOSE_DE_PINHO_NOGUEIRA;CENTRO
2211386;31;312990;UBS_GERALDO_C_CARVALHO_IBIT_DE_MINAS;RUA_JOSE_DE_ANCHIETA;CENTRO
2211483;31;315250;UBS_ALGODAO_CIEM_PROF_MARIA_BARBOSA_POUSO_ALEGRE;RODOVIA_FERNAO_DIAS;ALGODAO
2211491;31;315250;CENTRO_DE_SAUDE_DA_FAMILIA_JOSE_NARCISO_KERSUL_POUSO_ALEGRE;RUA_JOAO_DE_BARROS_COBRA;FOCH
2211645;31;315250;UNID_MAT_INF_GERALDA_S_BERALDO_POUSO_ALEGRE;RUA_JOAO_SABINO_AZEVEDO;SAO_GERALDO
2211661;31;315250;UBS_BELO_HORIZONTE_JOAO_EVAN_DOS_A_NETO_P_ALEGRE;RUA_MARIA_DO_CARMO_BRUNHARA;BELO_HORIZONTE
2211696;31;315250;UBS_YARA_UBS_MOACIR_DE_CARVALHO_POUSO_ALEGRE;RUA_DAS_MARGARIDAS;JARDIM_YARA
2211785;31;315250;UBS_ESPLANADA_GILBERTO_M_DUARTE_P_ALEGRE;RUA_MIGUEL_SAPONARA;ESPLANADA
2211823;31;315250;UBS_COLINA_STA_BARBARA_POUSO_ALEGRE;RUA_YEDA_MARIA_MACHADO;COLINA_SANTA_BARBARA
2211890;31;310910;UBS_DE_BUENO_BRANDAO;RUA_PADRE_ZEFERINO;CENTRO
2211963;31;310890;ESF_RENASCER;ZONA_RURAL;CRUZ_VERA
2211971;31;310890;UNIDADE_SAUDE_MENTAL_BRASOPOLIS;AVN_DR_PEDRO_ROSAS;CENTRO
2211998;31;310890;UNIDADE_BASICA_DE_SAUDE_CORONEL_HENRIQUE_BRAZ;AVN_GERALDO_FELIX_DA_MOTA;HORIZONTE_AZUL
2212056;31;313990;UBS_MANOEL_GONCALVES_MARIA_DA_FE;RUA_MARIA_DE_LOURDES_FERRAZ_VIANA;CANUDOS
2212110;31;316540;UBS_DE_SAPUCAI_MIRIM;RUA_DOS_LOUROS;JARDIM_SANTANA
2716186;35;353040;CSIII_DE_MIRASSOLANDIA;RUA_EUGENIO_PONCHIO;CENTRO
2212137;31;314440;UBS_JOAQUIM_MENDES_JUNHO_NATERCIA;RUA_MANOEL_JOSE_ENEAS;CENTRO
2212153;31;316230;UBS_SAO_JOAO_DA_MATA;RUA_MARIA_ONILIA_VIEIRA;CENTRO
2212277;31;313990;PSF_J_GUILHERME_CAMPOS_MARIA_DA_FE;BAIRRO_DAS_POSSES;POSSES
2212285;31;313990;PSF_PINTOS_NEGREIROS_MARIA_DA_FE;BAIRRO_DE_PINTOS_NEGREIROS;PINTOS_NEGREIROS
2212293;31;315960;UBS_SANTA_RITA_STA_RITA_DO_SAPUCAI;AVN_CAP_JOAO_ANTONIO_DIAS;CENTRO
2212331;31;315960;UBS_MATERNO_INFANTIL_DR_ROCHA_BRAGA_SANTA_R_DO_SAPUCAI;AV_DR_DELFIM_MOREIRA;CENTRO
2212358;31;315960;UBS_IRMA_EUDOXIA_STA_RITA_SAPUCAI_PSF_1;RUA_DAS_HORTENCIAS;BARACAI
2212382;31;315960;PSF_04_STA_RITA_SAPUCAI;RUA_CRESCENCIO_RIBEIRO;MARIA_SILVERIO
2212447;31;313060;UBS_MARIO_PISTELLI_INCONFIDENTES;RUA_ENGENHEIRO_ALVARES_MACIEL;CENTRO
2212455;31;311050;ESF_SAO_MATEUS_DE_MINAS_UBS_DONA_AFONSINA_DA_SILVA_SOUZA;JOSE_CAETANO_DE_MELO;SAO_MATEUS_DE_MINAS
2212471;31;316580;UBS_SENADOR_JOSE_BENTO;RUA_NOSSA_SENHORA_DAS_GRACAS;CENTRO
2212498;31;316580;PSF_SENADOR_JOSE_BENTO;RUA_NOSSA_SENHORA_DAS_GRACAS;CENTRO
2212501;31;311050;UBS_PREFEITO_EMYDIO_MOREIRA_FILHO_CAMANDUCAIA;AVENIDA_GENESIO_VARGAS;CUBATAO
2212536;31;312740;UBS_ELIZEU_R_DE_BARROS_ESF;RUA_ANTONIO_GOMES_PINTO;CENTRO
2212560;31;310260;UBS_ANTONIO_DIAS_DE_PAUDA_I;RUA_VEREADOR_SEBASTIAO_DIAS;OLEO
2212579;31;310260;UBS_DOUTOR_JOAO_BATISTA_SALES_RIBEIRO;RUA_MANOEL_PEREIRA_CALDAS_DE_MESQUITA;GRAMINEA
2212587;31;310260;UBS_VEREADOR_MANOEL_ADOLFO_MARQUES;PRACA_ANTONIO_BORGES_SANTOS;CAMPESTRINHO
2212595;31;310260;UBS_IRMA_MARIA_OLIMPIA_DE_MAGALHAES_NOGUEIRA;RUA_ARGEMIRO_PEREIRA_DE_OLIVEIRA;HORTO
2212633;31;310140;UBS_DE_ALBERTINA;PRACA_EPAMINONDAS_BRUN;JARDIM_DOS_IPES
2212684;31;313240;PSF_REBOURGEON_ITAJUBA;RUA_ANGELO_MODENA;REBOURGEON
2212692;31;313240;POLICLINICA_DR_GASPAR_LISBOA_ITAJUBA;AVENIDA_HENRIQUETO_CARDINARI;VARGINHA
2212706;31;313240;PSF_CRUZEIRO_ITAJUBA;RUA_ANTONIO_SILVA_BRANCO;CRUZEIRO
2212714;31;313240;PSF_SANTA_ROSA_ITAJUBA;RUA_DOMINGOS_DE_SOUZA_MAIA;SANTA_ROSA
2212757;31;313240;PSF_CAIC_ITAJUBA;AVENIDA_ALLAN_KARDEC;NOVO_HORIZONTE
2212773;31;313240;UBS_SANTA_RITA_DE_CASSIA_ITAJUBA;PRACA_DOUTOR_AURELIANO_MOREIRA_MAGALHAES;SANTA_RITA
2212781;31;313240;UBS_SANTOS_DUMONT_ITAJUBA;RUA_DOMINGOS_LAMOGLIA;SANTOS_DUMONT
2212862;31;310970;UBS_DE_CACHOEIRA_DE_MINAS;RUA_MARIA_RITA_DE_FARIA;VISTA_ALEGRE
2212870;31;314600;UBS_DE_OURO_FINO_OURO_FINO;AVN_CYRO_GONCALVES;CENTRO
2212889;31;314340;UBS_RAIMUNDO_HT_SILVA_MONTE_SIAO;ALTO_DA_SANTA_CRUZ;CENTRO
3075044;24;240500;UBS_FRANCISCO_DE_ASSIS_CAROLINO;RUA_FRANCISCO_PEREIRA_DA_SILVA;CENTRO
2213095;31;312110;UBS_CLAUDIO_BENEDITO_DE_FREITAS_DELFIM_MOREIRA;AV_JUSCELINO_KUBSTCHEK_DE_OLIVEIRA;CENTRO
3409600;26;260470;PSF_HELENA_MARIA_DE_LIMA_GOMES;LOTEAMENTO_RONALDO_AMARAL;CENTRO
2213168;31;313360;UBS_APIO_CARDOSO_ITAPEVA;RUA_TOBIAS_ANDRADE;CENTRO
2213176;31;317220;UBS_DE_WENCESLAU_BRAZ;PRACA_JOAQUIM_FRANCISCO_DA_COSTA;CENTRO
2213206;31;312920;UBS_DE_HELIODORA;AV_ALVARENGA_PEIXOTO;CENTRO
2213222;31;316440;UBS_PEDRO_PINTO_DA_CUNHA_SSBVISTA;RUA_WILSON_OPENHEIMER;CENTRO
2213257;31;312450;UBS_DE_ESTIVA;RUA_PE_DONIZETE;CENTRO
2213265;31;315100;UBS_DE_PIRANGUINHO;RUA_OLEGARIO_MACIEL;SANTA_EFIGENIA
2213389;31;315090;UNIDADE_BASICA_DE_SAUDE_DE_PIRANGUCU;RUA_FRANCISCO_CORREA;JARDIM_MONTE_CASTELO
2213400;31;316905;UBS_DE_TOCOS_DO_MOJI;PRACA_PEDRO_FELIPE_DA_ROSA;CENTRO
2213478;31;313260;CENTRO_DE_SAUDE_DE_ITAMARATI_DE_MINAS;RUA_SILVERIO_DIAS_BARBOSA;CENTRO
2213508;31;311360;UBS_DR_PAULO_MARQUES_DE_ARAUJO_CAREACU;RUA_A;NOVO_HORIZONTE
2213524;31;316980;UBS_DE_TURVOLANDIA;PRACA_POSSIDONIO_GONCALVES;CAMPO_DO_ROSARIO
2213605;31;311310;CENTRO_DE_SAUDE_DE_CARANAIBA;RUA_SANTA_TEREZINHA;CENTRO
2213613;31;311310;UNIDADE_DE_SAUDE_DA_FAMILIA_VIDA_SAUDAVEL;RUA_SANTA_TEREZINHA;CENTRO
2213885;31;311540;UNIDADE_BASICA_DE_SAUDE_DE_CATAS_ALTASPSF;AV_NOSSA_SENHORA_DAS_GRACAS;CENTRO
2213907;31;316440;PSF_DE_SAO_SEBASTIAO_DA_BELA_VISTA;RUA_WILSON_OPENHEIMER;CENTRO
2213966;31;313190;ITABIRITO_UNIDADE_DE_REFERENCIA_VILA_GONCALO;RUA_RODRIGUES_SILVA;VILA_GONCALO
2213974;31;313190;ITABIRITO_UNIDADE_DE_REFERENCIA_SAO_JOSE;RUA_DR_FRANCISCO_JOSE_DE_CARVALHO;SAO_JOSE
2214202;31;314910;UBS_DE_PEDRALVA;AVENIDA_DOUTOR_JORGE_BACHA;CENTRO
2214229;31;311060;POSTO_DE_SAUDE_SAO_BENEDITOCAMBUI;ALICE_MARQUES_LOPES;SAO_BENEDITO
2214245;31;314910;UNIDADE_SAUDE_DA_FAMILIA_PSF_III_NASF_PEDRALVA;RUA_PAPA_JOAO_PAULO_II;SAO_JOSE
2215039;31;310790;UBS_NOSSA_SENHORA_APARECIDA;RUA_DA_SAUDE;CENTRO
2214326;31;314040;UBS_DE_MARMELOPOLIS;RUA_MANOEL_FREDERICO_RIBEIRO;CENTRO
2214342;31;311720;UBS_DE_CONCEICAO_DAS_PEDRAS;RUA_MARIA_JULIA;CENTRO
2214431;31;315180;PSF_DOM_BOSCO;RUA_PAYSANDU;DOM_BOSCO
2214466;31;315180;PSF_SANTO_ANDRE;AVENIDA_SETE_DE_SETEMBRO;APARECIDA
2214474;31;315180;UNIDADE_BASICA_DE_SAUDE_ADEMAR_S_SILVA;RUA_PROFESSORA_NICOLINA_BERNARDO;SANTA_AUGUSTA
2214482;31;315180;UBS_SAO_JORGE;AVENIDA_ANTONIO_TOGNI;VILA_CRUZ
2214539;31;315180;PSF_JARDIM_SAO_PAULO;RUA_JAGUARI;JARDIM_SAO_PAULO
2214601;31;315180;PSF_QUISISANA;RUA_GENY_VILLAS_BOAS_TARDELLI;JARDIM_QUISISANA
2214636;31;315180;PSF_MARIA_IMACULADA;AVENIDA_MAE_DOS_HOMENS;MARIA_IMACULADA
2214644;31;315180;PROGRAMA_MATERNO_INFANTIL;RUA_ARAGUAIA;JARDIM_DOS_ESTADOS
2214679;31;315180;PSF_SANTA_ROSALIA;TRAVESSA_DOUTOR_ANTENOR_DAMINI;SANTA_ROSALIA
2214741;31;315180;PSF_ZONA_RURAL;FAZENDA_LAMBARI;ZONA_RURAL
2214806;31;315180;PSF_PARQUE_PINHEIROS;RUA_VICTOR_EMMANUEL_IMESI;PARQUE_PINHEIROS
2214458;31;315180;UBS_JARDIM_CONTRY_CLUB;RUA_JOSE_MENDONCA;JARDIM_COUNTRY_CLUB
2126109;31;310670;UBS_GERALDINA_AUGUSTA_BRAGA_PTB;RUA_JAPURA;PTB
2215055;31;315250;UBS_CIDADE_JARDIMDR_JESUS_R_PIRES_POUSO_ALEGRE;RUA_JOAO_LARAIA;CIDADE_JARDIM
2215063;31;314380;UBS_ANTONIO_ADRIAO_GARCIA_MUNHOZ;RUA_VEREADOR_JOSE_DA_CUNHA_VASCONCELOS;JARDIM_DAS_PAINEIRAS
2215098;31;311720;PSF_CONCEICAO_DAS_PEDRAS;PRACA_DA_SAUDE;CENTRO
2215152;31;312910;PSF_URBANO_D_FRANCISCA_TOSCANO_CARDOSO;RUA_JOSE_FLORINDO_DE_OLIVEIRA;CENTRO
2215160;31;312910;PSF_RURAL_DIVINO_GONCALVES_PEREIRA;AVENIDA_HEITOR_JOSE_DE_CASTRO;CENTRO
2215241;31;313420;PSF_06;RUA_24;TUPA
2215403;31;315590;UBS_JOSE_HAMILTON_DE_MELLO;RUA_ALIPIO_MIRANDA_RIBEIRO;SAFIRA
2215462;31;315540;PROGRAMA_SAUDE_FAMILIA_ERNESTO_SOARES_JUNIOR;RUA_JOAO_LUIZ_VAROTTO;VEREDA_DO_SOL
3499642;50;500270;SESAU_USF_DR_NASRI_SIUFI_JARDIM_PRESIDENTE;MARIA_FLAUZINA;JARDIM_PRESIDENTE
7159447;35;354200;USF_III_DE_QUINTANA;RUA_PADRE_ANTONIO_JOSE_DOS_SANTOS;SALAO_BRANCO
2216272;31;314880;UNIDADE_BASICA_DE_SAUDE_DE_PEDRA_DO_ANTA;RUA_UM;CENTRO
3862534;42;421170;REDE_FEMININA_DE_COMBATE_AO_CANCER;MIGUEL_COUTO;CENTRO
2218003;31;317115;CENTRO_DE_SAUDE_VERMELHO_NOVO;AVENIDA_PREFEITO_WILSON_DAMIAO;CENTRO
2218178;31;312800;PSF_REGIONAL_VII_A;AV_MILTON_CAMPOS;NOSSA_SENHORA_APAREC
2218186;31;312800;PSF_REGIONAL_VI;AV_GOVERNADOR_MILTON_CAMPOS;VERMELHO
2218194;31;312800;PSF_REGIONAL_VII_B;RUA_PIO_FERREIRA;AGRODER
2218216;31;313170;PSF_CHAPADA;MG_129;CHAPADA
2218224;31;313170;PSF_PARA;RUA_IPOEMA;PARA
2218232;31;313170;UNIDADE_FRANCISCO_JACINTO_MARTINS_COSTA;RUA_QUATROCENTOS;MONSENHOR_JOSE_LOPES
2218321;31;315570;CENTRO_DE_SAUDE_DE_RIO_PIRACICABA;AVENIDA_DOM_JOAQUIM_SILVERIO;PRAIA
2218348;31;316190;PSF_I;RUA_SANTA_EFIGENIA;SANTA_EFIGENIA
2218364;31;313170;PSF_BARREIRO;RODOVIA_MG_129;BARREIRO
2218887;31;315727;PROGRAMA_SAUDE_DA_FAMILIA_DE_SANTA_B_MONTE_VERDE;RUA_CAMILO_NOMINATO_DE_PAULA;SAO_CRISTOVAO
2218909;31;313005;PSF_SAO_JOSE;ZONA_RURAL;ZONA_RURAL
2218917;31;313005;PSF_MARIA_DAS_DORES_ROCHA;ZONA_RURAL;ZONA_RURAL
2218968;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_ELDORADO;RUA_ANTONIO_MORENO;ELDORADO
2218984;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_SAO_JUDAS;RUA_PADRE_VIEIRA;SAO_JUDAS
2219069;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_VILAGE_DO_LAGO;AVENIDA_PERIMETRAL;VILAGE_DO_LAGO_I
2219077;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_INDEPENDENCIA_II;AVENIDA_INDEPENDENCIA;INDEPENDENCIA
2219085;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_SANTO_ANTONIO_I;AVENIDA_OLIMPIO_MAGALHAES;DELFINO_MAGALHAES
2219093;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_NOVO_DELFINO;RUA_TRINTA_E_CINCO;NOVO_DELFINO
2219107;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_CIDADE_INDUSTRIAL;RUA_QUARENTA_E_TRES;CIDADE_INDUSTRIAL
2219115;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_ESPLANADA;RUA_CORONEL_COELHO;ESPLANADA
2219212;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_CINTRA;RUA_MONTE_PLANO;CINTRA
2219336;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_INDEPENDENCIA_III;RUA_GRENFELL;INDEPENDENCIA
2219344;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_JARAGUA;AVENIDA_ANTONIO_DE_FREITAS;JARAGUA
2219352;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_TANCREDO_NEVES;RUA_DOIS;TANCREDO_NEVES
2219379;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_SANTA_ROSA_DE_LIMA;DISTRITO_SANTA_ROSA_DE_LIMA;SANTA_ROSA_DE_LIMA
2219409;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_APARECIDA_DO_MUNDO_NOVO;AVENIDA_MONTES_CLAROS;DISTRITO_DE_APARECID
2219697;31;310330;UBS_DR_ANTONIO_WERNECK_MAGALHAES_GOMES;RUA_SERGIO_CARVALHO_DO_AMARAL;CENTRO
2219735;31;312738;UBS_ALVARO_RABELO_VASCONCELOS;RUA_FARMACEUTICO_VESPACIANO_PINTO_VIEIRA;SANTA_LUZIA
2219824;31;310890;ESF_ESPERANCA;BAIRRO_LUMINOSA;LUMINOSA
2219832;31;311940;UNIDADE_BASICA_DE_SAUDE_DA_FAMILIA_SAO_DOMINGOS;RUA_VIOLETA;SAO_DOMINGOS
2219913;31;313090;ESF_SANTA_CRUZ;RUA_VERBENAS;SANTA_CRUZ
2219956;31;312770;ESF_FRATERNIDADE;RUA_OURO_PRETO;FRATERNIDADE
2219964;31;312770;UBS_VILA_MARIANA;RUA_SANTA_BARBARA;VILA_MARIANA
2220008;31;312770;UBS_CENTRO_ESF_CENTRO_E_ESF_SAO_TARCISIO;RUA_SAO_JOAO;CENTRO
2220075;31;312770;CENTRO_DE_ATENDIMENTO_AO_IDOSO_SANTA_LUZIA;AVENIDA_RIO_DOCE;SAO_PEDRO
225215;29;292320;CENTRO_COVID_BREJINHENSE;AVENIDA_ALMERINDO_TEIXEIRA_DE_ALMIDA;CENTRO
2220121;31;312770;ESF_BAGUARI;RUA_MARCOS_JOSE_SIRIO;BAGUARI
2220180;31;313700;CENTRO_DE_SAUDE_DE_LADAINHA;RUA_BERNARDO_DOS_PASSOS;ESPLANADA
2220210;31;316680;UNIDADE_BASICA_DE_SAUDE_DR_JOSE_WANDERLEY;RUA_PETUNIA;FLORES
2220792;31;316860;PSF_MONTE_CARLO_SERRA_VERDE;RUA_DAS_ROMAS;JARDIM_SERRA_VERDE
2220822;31;311545;PSF_CENTRAL_DE_CATUJI;RUA_ELIEZER_PINHEIRO;CENTRO
2220830;31;313230;PSF_PEDRA_DAGUA_LAGEDAO_DE_ITAIPE;RUA_JOAO_BATISTA;CENTRO
2221535;31;310930;ESF_V_RURAL;RUA_CASTRO_ALVES;ZONA_RURAL
2102412;31;312737;CENTRO_DE_SAUDE_DE_GOIABEIRA;RUA_ROSA_LUIZA_FERREIRA;CENTRO
2149311;31;312880;UNIDADE_MISTA_DE_SAUDE_FRANCISCO_MOACIR_DA_SILVA;AV_PADRE_SINFRONINO_DE_ALMEIDA;CENTRO
2203448;31;316045;CENTRO_DE_SAUDE_JOSE_FERNANDES_RIBEIRO;PRACA_NAZARIO_ANTUNES_SILVA;CENTRO
2221780;31;313620;CENTRO_DE_SAUDE_NOVO_CRUZEIRO;RUA_NOVA_YORK;NOVO_CRUZEIRO
2205246;31;311160;PSF_BAIXAO_NUCLEO_III;RUA_TEOFILO_OSCAR_VIEIRA;BAIXAO
2572001;41;411275;C_S_DE_JESUITAS;RUA_PADRE_DONIZETE;CENTRO
2221950;31;314990;USF_RURAL;COMUNIDADE_RETIRO_DOS_PIMENTAS_E_COMUNIDADE_MACHAD;ZONA_RURAL
2222019;31;310930;ESF_III_TABOQUINHA;AVENIDA_NOSSA_SENHORA_DA_PENA;TABOQUINHA
2222027;31;311120;PSF_CENTRO;RUA_COMENDADOR_FRANCISCO_RODRIGUES_NEVES;CENTRO
2222078;31;312770;ESF_CONJUNTO_SIR_I_E_ESF_COJUNTO_SIR_II;RUA_UM_A;CONJUNTO_SIR
2222086;31;312770;ESF_JARDIM_PRIMAVERA;RUA_ANAFESTE_PARDINE;VILA_ISA
2222094;31;312770;ESF_SANTA_EFIGENIA;AVENIDA_TANCREDO_NEVES;SANTA_EFIGENIA
2222108;31;312770;ESF_BELA_VISTA;RUA_E;BELA_VISTA
2222868;31;314800;USF_23_PINDAIBAS;ZONA_RURAL;PILAR
2223163;43;430510;UBS_CENTRO_DE_SAUDE;RUA_PINHEIRO_MACHADO;CENTRO
2223171;43;430510;UBS_FAZENDA_SOUZA;RUA_ROSA_SGARBI;DISTR_FAZENDA_SOUZA
2223198;43;430510;UBS_VILA_SECA;RUA_ILARIO_BALBINOTTI;DISTR_VILA_SECA
2223228;43;430510;UBS_SANTA_LUCIA_DO_PIAI;RUA_ROSA_FRANCIOZI_GIORDANI;DIST_STA_LUCIA_PIAI
2223430;43;430510;UBS_SAO_VITOR_COHAB;RUA_DIRCEU_CORSETTI;SAO_VITOR_COHAB
2223449;43;430510;UBS_MADUREIRA;RUA_VIRGILIO_RAMOS;MADUREIRA
2223465;43;430510;UBS_VILA_CRISTINA;RUA_DA_CIDADANIA;VILA_CRISTINA
2223716;43;431250;ESF_I_CAP_DECIO_AZAMBUJA_VELHO;RST_101_KM_106;SOLIDAO
2223732;43;431250;ESF_III_CENTRO_COMUNITARIO_DR_VALMOR_DE_SOUZA_MACHADO;RUA_ANA_AMALIA_LEITE;VILA_NORTE
2223783;43;431760;PS_BOM_PRINCIPIO_PS_OLIVIO_GIL_DOS_SANTOS;RUA_ALCEBIADES_FRANCO_ANTUNES;BOM_PRINCIPIO
2223813;43;431760;POSTO_DE_SAUDE_DA_AGASA;ILHA;1_DISTRITO
2223821;43;431760;POSTO_DE_SAUDE_DA_MIRAGUAIA;RUA_VINTE;2_DISTRITO
2223848;43;431760;PS_DA_VARZEA_E_PS_JOAO_LUZ_FILHO;RUA_DANTON_PASQUALI_DA_ROSA;VARZEA
2223864;43;432150;ESF_SAO_FRANCISCO;RUA_ARARIBOIA;SAO_FRANCISCO
2223899;43;431760;POSTO_DE_SAUDE_BONIFACIO_JOSE_DA_SILVA;RUA_ANTONIO_NUNES_BENFICA;CIDADE_ALTA
2223910;43;432150;ESF_JOSE_DE_OLIVEIRA_SANTOS;BR_101_KM_9;SAO_BRAZ
2224003;43;432150;ESF_SADI_PIPET_DE_OLIVEIRA;RUA_ELIZEU_KUWER;CURTUME
2224046;43;430545;UNIDADE_DE_SAUDE_DA_FAMILIA_COSTA_DO_SOL;RUA_BEGONIA;COSTA_DO_SOL
2224119;43;432166;ESF_JOSE_INACIO_DE_MATTOS_FILHO;ESTRADA_DE_TRES_IRMAOS;VILA_FERNANDO_FERRAR
2224151;43;431760;POSTO_DE_SAUDE_MENINO_DEUS;RUA_ADELAIDE_PEIXOTO_MONTEIRO;MENINO_DEUS
2224305;43;431365;ESF_DR_GIOVANNI_BATTISTA_MOLON;AV_BRASIL;BALNEARIO_QUINTAO
2224321;43;431365;POSTO_DE_SAUDE_JOAO_INACIO_DE_SOUZA;RUA_CATALUNHA;INTERIOR
2224348;43;432380;ESF_RAINHA_DO_MAR;RUA_ALEXANDRITA;RAINHA_DO_MAR
2224364;43;432380;ESF_FIGUEIRINHA;RUA_CISNE_BRANCO;FIGUEIRINHA
2224372;43;432380;ESF_GUARA;RUA_PROTASIO_MARQUES_DA_ROSA;GUARA
2224380;43;431365;ESF_JOSE_THEODORO_PEREIRA;RST_101_KM_80;BACUPARI
2224437;43;431065;POSTO_DE_SAUDE_DE_ITATI;RUA_NESTOR_BECKER;CENTRO
2224445;43;432150;ESF_PADRE_LUIZ_BENINI;RUA_DIAMANTINO_PEREIRA;VILA_SAO_JOAO
2224461;43;432150;UNIDADE_SANITARIA_DE_TORRES;ALCINO_PEDRO_RODRIGUES;CENTRO
2224569;43;431173;UNIDADE_SANITARIA_MAMPITUBA;RUA_HERCULANO_LOPES;CENTRO
2224585;43;432150;PACS;RUA_ALEXANDRINO_DE_ALENCAR;CENTRO
2224623;43;430085;UNIDADE_BASICA_DE_SAUDE;RUA_JOAO_XAVIER_PEREIRA;CENTRO
2224658;43;430085;POSTO_DE_SAUDE;RUA_CARLOS_BOHNE;CENTRO
2224674;43;430165;POSTO_DE_SAUDE;RUA_DOUTOR_HOFFER;CENTRO
2224682;43;430175;ENF_NEUSA_BARRAGAN_TEIXEIRA;RUA_LUIZ_GONZAGA_DALBEM;CENTRO
2224720;43;430190;ESF_CENTRO;RUA_JULIO_DE_CASTILHOS;CENTRO
2224852;43;430676;ESF_NELSON_MARCHEZAN;RUA_SINDOLFO_DA_SILVA;PARQUE_ELDORADO
2224887;43;430676;ESF_SANS_SOUCI;RUA_MILTON_GUIMARAES_GUERREIRO;SANS_SOUCI
2224909;43;430190;ESF_TRES_VENDAS;AV_FELIPE_DIDIO;TRES_VENDAS
2224917;43;430955;CENTRO_DE_SAUDE_DE_HARMONIA;25_DE_JULHO;CENTRO
2225409;43;431405;UNIDADE_BASICA_DE_SAUDE_COHAB;JOSE_MACIEL_DA_ROSA;COHAB
2225417;43;431405;UNIDADE_BASICA_DE_SAUDE_LARANJEIRAS;ISAIAS_RAIMUNDO;LARANJEIRAS
2225425;43;431405;UNIDADE_BASICA_DE_SAUDE_SANTA_CRISTINA_DO_PINHAL;GASPAR_SILVEIRA_MARTINS;SANTA_CRISTINA_DO_PI
2225433;43;431405;UNIDADE_BASICA_DE_SAUDE_MORRO_DA_PEDRA;ESTRADA_INTEGRACAO;MORRO_DA_PEDRA
2225441;43;431405;UNIDADE_BASICA_DE_SAUDE_JARDIM;ABDIAS_MARTINS;JARDIM
2225484;43;431650;UNIDADE_BASICA_DE_SAUDE_SALVADOR_DO_SUL;AV_DUQUE_DE_CAXIAS;BELA_VISTA
3839923;50;500440;CENTRO_DE_SAUDE_ESPECIALIZADA_ZE_ENFERMEIRO;AV_ALEXANDRE_BATISTA_GARCIA;CENTRO
